scale,caption,vendor,brief
3,SwPrds,JDS Uniphase Corp.,SwPrds is a software suite designed for monitoring and controlling industrial processes
4,NI-DAQmx DAQ Assistant 2.4.0,National Instruments,NI-DAQmx DAQ Assistant 2.4.0 is a software for data acquisition and control systems
5,NI-RPC 4.2.2f0 for Phar Lap ETS,National Instruments,NI-RPC 4.2.2f0 is a software designed for OT/ICS on Phar Lap ETS (vendor National Instruments).
4,NI-DAQmx/LabVIEW shared documentation 9.6.0,National Instruments,NI-DAQmx/LabVIEW shared documentation 9.6.0 is a software designed for data acquisition and control of OT/ICS systems.
4,NI-DAQmx MX Expert Framework 2.12.0,National Instruments,NI-DAQmx MX Expert Framework 2.12.0 is a software for data acquisition and control systems for OT/ICS
4,JDSU - UDBS - WIP Tracker,JDSU,JDSU - UDBS - WIP Tracker is a software designed for tracking and managing work-in-progress in OT/ICS environments.
5,NI mDNS Responder 2.1.0,National Instruments,NI mDNS Responder 2.1.0 is a software designed for OT/ICS to enable network discovery and communication.
4,NI-DAQmx Switch Core 2.5.0,National Instruments,NI-DAQmx Switch Core 2.5.0 is a software for controlling and monitoring industrial automation systems
4,NI PXI Platform Services 2.6.2 Expert for LabVIEW Real-Time,National Instruments,NI PXI Platform Services 2.6.2 Expert for LabVIEW Real-Time is designed for industrial control systems.
5,NI-MXDF 1.12.0f0 for Phar Lap ETS,National Instruments,NI-MXDF 1.12.0f0 is a software designed for OT/ICS to control and monitor industrial systems.
4,NI Atomic PXIe Peripheral Module Driver 1.2.1,National Instruments,NI Atomic PXIe Peripheral Module Driver 1.2.1 is designed for controlling and monitoring industrial automation systems
5,NI-MDBG 1.11.0f0 for Phar Lap ETS,National Instruments,"NI-MDBG 1.11.0f0 is a debugging tool for Phar Lap ETS, designed for OT/ICS."
3,Traveller,JDS Uniphase Corp.,Traveller is a software designed for monitoring and controlling industrial processes
5,NI-MRU 3.0.0f0,National Instruments,NI-MRU 3.0.0f0 is a software designed for monitoring and controlling industrial automation systems.
2,WinMerge 2.6.2.0,Thingamahoochie Software,WinMerge is a file comparison and merging tool for Windows.
4,JDSU LXI Instrument Discovery Browser,,"JDSU LXI Instrument Discovery Browser is a software designed for discovering, configuring, and controlling LXI instruments over a network."
4,UBDS Misc Tools,JDSU,UBDS Misc Tools is a software designed for OT/ICS to monitor and control industrial processes.
0,Hack Fonts version 1.6.0,Michael Hex / Source Foundry,Hack Fonts version 1.6.0 is a typeface designed for source code editing.
4,vc10x64,MITSUBISHI,MITSUBISHI vc10x64 is an industrial control system software for monitoring and controlling industrial processes.
5,CW Configurator,MITSUBISHI ELECTRIC CORPORATION,CW Configurator is a software designed for configuring and monitoring OT/ICS systems.
5,MELSOFT Navigator,MITSUBISHI ELECTRIC CORPORATION,MELSOFT Navigator is a software designed for monitoring and controlling OT/ICS systems.
4,ProBase/C - DS.DEV.AMIPRP2,Diebold Nixdorf,ProBase/C - DS.DEV.AMIPRP2 is a software designed for OT/ICS to provide secure access to critical systems.
3,Mayfair Drivers for Passbook Printer 2 (PSBK),Diebold Nixdorf,Mayfair Drivers for Passbook Printer 2 (PSBK) is a software designed for printing passbooks for banking and financial services.
4,IPXSAEBUILDER305,,IPXSAEBUILDER305 is a software designed for OT/ICS to build and configure automation systems.
5,ESAPOLYMATH Drivers,ESA elettronica,ESAPOLYMATH Drivers is a software designed for OT/ICS to control and monitor industrial processes.
4,ESAPOLYMATH,ESA elettronica,"ESAPOLYMATH is an ICS/OT software for programming, configuring, and monitoring industrial automation systems."
4,SD Secure Module,Nome società,SD Secure Module is a software designed for OT/ICS to provide secure communication and authentication.
5,SIMATIC IT PM Client V5.2 + SP2 + HF2  ,Siemens AG,SIMATIC IT PM Client V5.2 + SP2 + HF2 is a software designed for OT/ICS to monitor and control industrial processes.
4,CanbusTestTool,WinMate Communication Inc.,CanbusTestTool is designed for testing and monitoring of CAN bus networks in OT/ICS systems.
4,POSITool version V 5.6-M,STÖBER ANTRIEBSTECHNIK  GmbH & Co. KG,POSITool version V 5.6-M is a software designed for controlling and monitoring industrial automation systems.
4,IBConfig 1.8,"ComAp spol., s r. o.",IBConfig 1.8 is a software designed for configuring and monitoring ComAp controllers and devices.
4,GenConfig 2.6.1,"ComAp spol., s r. o.",GenConfig 2.6.1 is a software designed for configuring and monitoring of ComAp controllers and devices.
4,ComAp PC Suite,"ComAp spol., s r. o.",ComAp PC Suite is a software for monitoring and controlling industrial systems.
4,gm_setup 1.8,"ComAp spol., s r. o.",gm_setup 1.8 is a software designed for monitoring and controlling industrial systems
2,Remote Desktop Manager,Devolutions inc.,Remote Desktop Manager is a remote connection and password management platform
0,FileZilla 3.60.1,Tim Kosse,FileZilla 3.60.1 is a FTP client software developed by Tim Kosse.
3,MultiCam,EURESYS,MultiCam is a software for machine vision applications in industrial automation.
4,ePM-SPI,"Namkang Hi-Tech, Inc.",ePM-SPI is an industrial automation software for monitoring and controlling industrial processes
3,WiX Toolset v3.11 Native 2015 SDK,.NET Foundation,WiX Toolset v3.11 Native 2015 SDK is a software development kit for creating Windows installation packages.
3,TMFIPSSetup,Trend Micro,TMFIPSSetup is a software designed to provide security for OT/ICS systems
4,BioLyte Login,Sarjen,BioLyte Login is a secure authentication software for OT/ICS systems.
4,SoftMax Pro 7.1.2 GxP Multi Computer Components,"Molecular Devices, LLC",SoftMax Pro 7.1.2 GxP Multi Computer Components is designed for data acquisition and analysis of biological signals
4,SoftMax Pro 7.1.2 GxP,"Molecular Devices, LLC",SoftMax Pro 7.1.2 GxP is designed for data acquisition and analysis of fluorescence and luminescence assays.
4,MonitorandBackuptool,Shimadzu (Asia Pacific) Pte Ltd.,MonitorandBackuptool is designed for monitoring and backing up OT/ICS systems.
4,LabSolutions,Shimadzu Corporation,LabSolutions is a software designed for data acquisition and control of laboratory instruments.
4,Sample Manager,Waters Corporation,Sample Manager is a software designed for OT/ICS to manage sample data and control system operations.
5,NI-488.2 Provider for MAX version 3.1.1,National Instruments,NI-488.2 Provider for MAX is a software designed for controlling and monitoring OT/ICS systems.
5,NI MXS 5.4.0,National Instruments,NI MXS 5.4.0 is a software designed for OT/ICS to monitor and control industrial processes.
4,Analyst® 1.6.3 Patch for Checksum Issue,AB SCIEX,Software Analyst® 1.6.3 Patch for Checksum Issue (vendor AB SCIEX) is designed for OT/ICS to detect and fix checksum issues.
4,NI mDNS Responder 2.1.1,National Instruments,NI mDNS Responder 2.1.1 is a software designed for OT/ICS to enable network discovery and communication.
4,BrLogRx,Brother Industries Ltd.,BrLogRx is a software designed for monitoring and controlling industrial automation systems.
5,NI MAX Remote Configuration Installer 5.4,National Instruments,NI MAX Remote Configuration Installer 5.4 is designed for configuring and managing remote devices in OT/ICS environments.
4,StatusMonitor,Brother Insutries Ltd.,StatusMonitor is a software designed for monitoring and controlling OT/ICS systems.
5,Waters ICS Infrastructure,Waters Corporation,Waters ICS Infrastructure is a software designed for OT/ICS to provide secure and reliable communication between devices and systems.
0,Brother Printer Driver,Brother Industries Ltd.,Brother Printer Driver is a software designed for printing documents.
4,NI-Cabled PCIe 17.0 64-bit,National Instruments,NI-Cabled PCIe 17.0 64-bit is a software designed for OT/ICS to enable communication between devices and systems.
4,NI PXI Platform Framework 17.0.0 64-bit,National Instruments,NI PXI Platform Framework 17.0.0 64-bit is a software designed for developing and deploying industrial control systems.
5,NI Controller Driver 17.0 64-bit,National Instruments,NI Controller Driver 17.0 64-bit is designed for OT/ICS to control and monitor industrial automation systems.
5,NI System API Web-Service 32-bit 17.0.0,National Instruments,NI System API Web-Service 32-bit 17.0.0 is designed for OT/ICS to provide secure access to remote systems.
4,NI-VISA Interactive Control 17.0.0,National Instruments,NI-VISA Interactive Control 17.0.0 is a software for controlling and monitoring industrial automation systems.
5,NI System API Client for WIF 17.0.0,National Instruments,NI System API Client for WIF 17.0.0 is designed for OT/ICS to provide secure communication between devices and applications.
4,NI-DAQmx MX Expert Framework 17.1.0,National Instruments,NI-DAQmx MX Expert Framework 17.1.0 is a software designed for data acquisition and control of OT/ICS systems.
4,NI LabVIEW 2014 SP1 Run-Time Engine Web Server,National Instruments,NI LabVIEW 2014 SP1 Run-Time Engine Web Server is designed for creating web-based applications for monitoring and controlling OT/ICS systems
4,c-tree Server V8,,c-tree Server V8 is a database server designed for OT/ICS applications.
4,TESS Joliette Package,,TESS Joliette Package is a software designed for monitoring and controlling industrial processes
2,Catalyst Control Center InstallProxy,"ATI Technologies, Inc.",Catalyst Control Center InstallProxy is a software for managing ATI graphics cards.
3,MSXML4.0 redistributable,SAP,MSXML4.0 redistributable is a software package for creating and using XML-based applications from SAP.
5,OnGuard 2012,Lenel Systems International Inc.,OnGuard 2012 is an access control and security management system designed for OT/ICS.
3,Broadcom Gigabit NetLink Controller,Broadcom Corporation,Broadcom Gigabit NetLink Controller is a network interface controller for Ethernet connection
0,CutePDF Writer 2.2,,CutePDF Writer 2.2 is a PDF creation software
3,UltiDev Cassini Web Server for ASP.NET 2.0,UltiDev LLC,UltiDev Cassini Web Server for ASP.NET 2.0 is a web server designed for OT/ICS applications.
4,DS Vision 3000 Service Utility 1.0 Build 83,,DS Vision 3000 Service Utility 1.0 Build 83 is a software designed for OT/ICS.
3,Ultr@VNC Release 1.0.0 RC 18 - Win32,Ultra@VNC,Ultr@VNC Release 1.0.0 RC 18 - Win32 is a remote access software for OT/ICS
4,NI Spy 2.0.0f4,National Instruments,NI Spy 2.0.0f4 is a software for monitoring and troubleshooting communication between devices in OT/ICS systems
5,NI MIO Device Drivers 1.1.0,National Instruments,NI MIO Device Drivers 1.1.0 is designed for OT/ICS to enable communication between devices and applications.
4,NI-DAQmx MAX Support 1.1.0,National Instruments,NI-DAQmx MAX Support 1.1.0 is a software for data acquisition and control of measurement devices
4,NI-VISA 3.0.1f3,National Instruments,NI-VISA 3.0.1f3 is a software for communication with instruments and devices in OT/ICS systems
5,NI DPPH,National Instruments,"NI DPPH is a software designed for developing, deploying, and managing distributed real-time applications for OT/ICS systems."
4,NI LabVIEW SignalExpress 2.5 Core,National Instruments,NI LabVIEW SignalExpress 2.5 Core is a software for automated data acquisition and analysis
5,NI Measurement Studio GPIB Support for VS2005,National Instruments,NI Measurement Studio GPIB Support for VS2005 is a software designed for OT/ICS to enable communication with GPIB devices.
4,NI MXS 4.5.0f0 for LabVIEW Real-Time,National Instruments,NI MXS 4.5.0f0 for LabVIEW Real-Time is a software designed for OT/ICS applications.
5,Festo Configuration Tool Plugin CMMS-ST (V1.1.0.1043),Festo,Festo Configuration Tool Plugin CMMS-ST (V1.1.0.1043) is a software designed for configuring and monitoring OT/ICS systems.
4,Kaspersky Security Center Administrationsagent,Kaspersky,Kaspersky Security Center Administrationsagent is a security solution for OT/ICS networks.
4,NI Measurement Studio MAX Configuration Support for VS2005,National Instruments,NI Measurement Studio MAX Configuration Support for VS2005 is a software designed for OT/ICS to configure and deploy measurement and automation systems.
5,DTS_MT-115 V2.4.8.4,Deutronic® Elektronik GmbH,DTS_MT-115 V2.4.8.4 is a software designed for OT/ICS from Deutronic® Elektronik GmbH.
5,SIMATIC WinCC flexible Migration,,SIMATIC WinCC flexible Migration is a software designed for migrating projects from WinCC flexible to WinCC (TIA Portal)
5,SIMATIC WinCC flexible 2005 SP1 HF7 Runtime,Siemens AG,SIMATIC WinCC flexible 2005 SP1 HF7 Runtime is an HMI/SCADA software for industrial automation
3,PuTTY version 0.62,Simon Tatham,"PuTTY is a free and open-source terminal emulator, serial console and network file transfer application"
5,NI System API Web-Servce 32-bit 5.0.0,National Instruments,NI System API Web-Servce 32-bit 5.0.0 is designed for OT/ICS to provide secure access to remote systems.
5,NI-488.2 Provider for MAX version 3.0,National Instruments,NI-488.2 Provider for MAX version 3.0 is a software designed for controlling and monitoring OT/ICS systems.
5,NI LabVIEW 2011 Real-Time Error Dialog,National Instruments,NI LabVIEW 2011 Real-Time Error Dialog is a software designed for OT/ICS to detect and diagnose errors in real-time.
4,NI-DAQmx/LabVIEW shared documentation 1.9.5,National Instruments,NI-DAQmx/LabVIEW shared documentation 1.9.5 is a software designed for data acquisition and control systems in OT/ICS.
5,NI-RFSG 1.7.2,National Instruments,NI-RFSG 1.7.2 is a software designed for generating RF signals for OT/ICS applications.
5,NI-TimeSync Development Support 1.1.1,National Instruments,NI-TimeSync Development Support 1.1.1 is a software designed for synchronizing time between multiple devices in an OT/ICS environment.
4,NI-DAQmx Switch Core 2.2.0,National Instruments,NI-DAQmx Switch Core 2.2.0 is a software for controlling and monitoring switches in industrial control systems.
5,NI System Configuration 5.0.0 for Real-Time,National Instruments,NI System Configuration 5.0.0 for Real-Time is designed for configuring and deploying real-time systems for OT/ICS applications.
3,NI Unterstützung für nicht englische Versionen der Runtime-Engine von LabVIEW 2011.,National Instruments,NI Unterstützung für nicht englische Versionen der Runtime-Engine von LabVIEW 2011 is a software designed for OT/ICS to support non-English versions of LabVIEW 2011 Runtime Engine.
4,NI-APAL 2.1 Error Files,National Instruments,NI-APAL 2.1 Error Files is a software designed for monitoring and controlling industrial automation systems.
4,Traditional NI-DAQ 7.4.4 (Legacy),National Instruments,Traditional NI-DAQ 7.4.4 (Legacy) is a software designed for data acquisition and control of OT/ICS systems.
4,Automation License Manager V1.0 + SP1 + HF1,,Automation License Manager V1.0 + SP1 + HF1 is a software designed for managing licenses of OT/ICS systems
5,SIMATIC ProTool/Pro RT V6.0 + ServicePack 2,,SIMATIC ProTool/Pro RT V6.0 + ServicePack 2 is a software designed for OT/ICS to monitor and control industrial processes.
4,Software von National Instruments,National Instruments,Software von National Instruments is designed for industrial automation and control systems.
4,NI LabVIEW Run-Time Engine 8.6,National Instruments,NI LabVIEW Run-Time Engine 8.6 is a software for developing and running applications built with LabVIEW.
4,NI-PAL 2.5.2f0,National Instruments,NI-PAL 2.5.2f0 is a software designed for programming and automating industrial control systems.
4,NI Measurement & Automation Explorer 4.6.2,National Instruments,NI Measurement & Automation Explorer 4.6.2 is a software for monitoring and controlling industrial automation systems
0,Nero StartSmart 10 Help (CHM),Nero AG,"Nero StartSmart 10 Help (CHM) is a software suite for burning, ripping, and converting audio and video files."
5,Kaspersky Embedded Systems Security,AO Kaspersky Lab,Kaspersky Embedded Systems Security is a comprehensive security solution for industrial control systems and operational technology.
4,TBVST Version 3.14,,TBVST Version 3.14 is a software designed for monitoring and controlling industrial processes
4,TVicHW32 5.0,,TVicHW32 5.0 is a Windows device driver library that allows direct access to I/O ports and physical memory.
5,SIMATIC S7-PLCSIM V5.4 + SP5 + Upd2 Professional 2010 SR2  ,Siemens AG,SIMATIC S7-PLCSIM V5.4 + SP5 + Upd2 Professional 2010 SR2 is a software designed for simulating and testing of programmable logic controllers (PLCs) for industrial automation.
5,SIMATIC WinCC flexible Simulator,Siemens AG,SIMATIC WinCC flexible Simulator is a software designed for OT/ICS to simulate and test HMI and SCADA applications.
3,Ahead InCD,,Ahead InCD is a CD/DVD burning software for Windows.
2,TightVNC 1.2.9,Constantin Kaplinsky,TightVNC 1.2.9 is a remote control software for Windows and Unix systems
3,EASYLABEL 5.12.2.1612,Ihr Firmenname,EASYLABEL 5.12.2.1612 is a labeling software for industrial automation.
4,NPort Administration Suite Ver1.19,Moxa Inc.,NPort Administration Suite Ver1.19 is a software designed for managing and configuring Moxa's device servers
4,PAServer,,"PAServer is a software designed for developing, testing, and deploying applications for OT/ICS systems."
4,NI LabVIEW Run-Time Engine 8.2,National Instruments,NI LabVIEW Run-Time Engine 8.2 is a software for developing and running applications built with LabVIEW.
5,SIMATIC  STEP 7 V5.5 + SP4  ,Siemens AG,"SIMATIC STEP 7 V5.5 + SP4 is a software designed for programming, testing and commissioning of Siemens programmable logic controllers (PLCs)."
4,Skins,ATI,Skins is a software designed for HMI and SCADA systems in OT/ICS environments.
2,Catalyst Control Center Graphics Full New,ATI,Catalyst Control Center Graphics Full New (vendor ATI) is a software for managing graphics settings and performance of ATI graphics cards.
4,CCC Help Swedish,ATI,CCC Help Swedish is a software designed for OT/ICS to provide remote support and maintenance services.
3,Broadcom NetXtreme Ethernet Controller,Broadcom Corporation,Broadcom NetXtreme Ethernet Controller is a network interface controller for connecting to a computer network
2,UltimateZip 2.7,SWE von Schleusen,UltimateZip 2.7 is a file compression and archiving software
5,National Instruments-Software,National Instruments,National Instruments-Software is designed for OT/ICS to provide real-time monitoring and control of industrial processes.
3,PowerChute Personal Edition,Schneider Electric,PowerChute Personal Edition is a software for monitoring and managing UPS systems
5,NI-488.2 Provider for MAX version 2.8,National Instruments,NI-488.2 Provider for MAX is a software designed for controlling and monitoring OT/ICS systems.
5,SIMATIC PC Adapter USB V2.0  ,Siemens AG,SIMATIC PC Adapter USB V2.0 is a software designed for OT/ICS to enable communication between PC and SIMATIC S7 controllers
3,HP SetRefresh,Hewlett-Packard Company,HP SetRefresh is a software designed to help manage and maintain HP systems.
5,Siemens Automation License Manager V4.0 + SP2  ,Siemens AG,Siemens Automation License Manager V4.0 + SP2 is a software designed for managing licenses of Siemens automation products for OT/ICS.
2,Nero Update,Nero AG,Nero Update is a software for updating Nero products on Windows PCs.
3,Nero Suite,,Nero Suite is a software suite for monitoring and controlling industrial processes
3,Marvell Miniport Driver,Marvell,Marvell Miniport Driver is a software for network interface controllers
3,EASYLABEL 5.9.2.1436,Ihr Firmenname,"EASYLABEL 5.9.2.1436 is a labeling software for creating and printing labels, barcodes, RFID tags, and cards."
5,Milestone XProtect VMS Device Pack,Milestone Systems A/S,Milestone XProtect VMS Device Pack is a software designed for monitoring and managing OT/ICS systems.
4,Milestone XProtect Mobile Two-step Verification providers,Milestone Systems A/S,Milestone XProtect Mobile Two-step Verification provides secure remote access to video surveillance systems.
5,Milestone XProtect Mobile Administrator Plug-in,Milestone Systems A/S,Milestone XProtect Mobile Administrator Plug-in is a software designed for remote access and control of OT/ICS systems.
4,LK_560A,L_MARK,LK_560A is an industrial control system software for monitoring and controlling industrial processes.
4,U3V x86,Basler,U3V x86 (vendor Basler) is a software designed for OT/ICS applications.
4,Spinnaker Drivers 1.20 Alpha 15,FLIR,Spinnaker Drivers 1.20 Alpha 15 is a software designed for controlling FLIR cameras in OT/ICS environments.
4,Spinnaker AIK 1.20 Alpha 15,FLIR,Spinnaker AIK 1.20 Alpha 15 is a software designed for OT/ICS to provide advanced analytics and diagnostics.
4,CamEmu Camera Emulator Transport Layer x86,Basler,CamEmu Camera Emulator Transport Layer x86 is designed for simulating camera images for OT/ICS applications.
4,NI LabVIEW Run-Time Engine 2014 f1,National Instruments,NI LabVIEW Run-Time Engine 2014 f1 is a software designed for developing and running applications built with LabVIEW.
4,NI LabVIEW Run-Time Engine 2014 Non-English Support.,National Instruments,NI LabVIEW Run-Time Engine 2014 Non-English Support is designed for developing and running applications in the LabVIEW programming environment for OT/ICS.
5,Connected Components Workbench 12.00.00,"Rockwell Automation, Inc.","Connected Components Workbench 12.00.00 is a software designed for programming, configuring, and troubleshooting Rockwell Automation's Logix-based controllers."
2,HP Setup,Hewlett-Packard Company,HP Setup is a software for configuring and managing HP printers and computers.
5,Wonderware Application Server,Invensys,Wonderware Application Server is an industrial automation software designed for OT/ICS.
5,Siemens  Totally Integrated Automation Portal V13 - WinCC Single SetupPackage  V13.0 + SP1,Siemens AG,Siemens Totally Integrated Automation Portal V13 is an industrial automation software for OT/ICS.
4,Hewlett-Packard ACLM.NET v1.2.1.1,Hewlett-Packard Company,Hewlett-Packard ACLM.NET v1.2.1.1 is an industrial control system software for monitoring and controlling industrial processes.
4,Sentinel Protection Installer 7.5.0,"SafeNet, Inc.",Sentinel Protection Installer 7.5.0 is a software designed for protecting OT/ICS systems from unauthorized access.
5,SIMATIC S7-PLCSIM V16,Siemens AG,SIMATIC S7-PLCSIM V16 is a software for simulating programmable logic controllers (PLCs) from Siemens AG.
5,NI-PAL 2.8.1f0,National Instruments,NI-PAL 2.8.1f0 is a software designed for programming and automating industrial control systems.
4,NI Logos 5.4 (64-bit),National Instruments,NI Logos 5.4 (64-bit) is a software for programming and controlling industrial automation systems.
4,External Output Option,JUKI Corporation,External Output Option is a software designed for HMI and SCADA to control industrial machines.
3,Epson iProjection Ver.2.40,您的公司名稱,Epson iProjection Ver.2.40 is a software for wireless projection from a variety of devices.
4,Panasonic-ID SUNX Control FPGTLoader 2,Panasonic Electric Works Europe AG,Panasonic-ID SUNX Control FPGTLoader 2 is a software designed for programming and controlling industrial automation systems.
3,pylon 4 Camera Software Suite 4.1.0.3660,Basler,Pylon 4 Camera Software Suite 4.1.0.3660 is a software suite for controlling and managing Basler cameras in OT/ICS environments.
5,Panasonic-ID SUNX Control Control FPWIN Pro 7,Panasonic Electric Works Europe AG,Panasonic-ID SUNX Control Control FPWIN Pro 7 is a software designed for programming and controlling OT/ICS systems.
0,Synology Drive Client (remove only),"Synology, Inc.",Synology Drive Client is a file synchronization software
3,OPSWAT Client,"OPSWAT, Inc.",OPSWAT Client is a security software designed to protect OT/ICS systems from malicious threats.
3,Eclipse Temurin JRE with Hotspot 8u322-b06 (x64),Eclipse Adoptium,Eclipse Temurin JRE with Hotspot 8u322-b06 (x64) is a Java Runtime Environment for OT/ICS applications.
0,FileZilla Client 3.58.0,Tim Kosse,FileZilla Client 3.58.0 is a FTP/FTPS/SFTP client
2,AWS Plug-in for Veeam Backup & Replication,Veeam Software Group GmbH,AWS Plug-in for Veeam Backup & Replication provides cloud-native backup and recovery for AWS workloads
2,WinCDEmu,Sysprogs,WinCDEmu is a virtual CD/DVD drive emulator software
2,PremiumSoft Navicat MySQL 7.2,PremiumSoft CyberTech Ltd.,PremiumSoft Navicat MySQL 7.2 is a database management tool for MySQL databases
2,7-Zip 9.20,Igor Pavlov,7-Zip 9.20 is a file archiver with a high compression ratio
4,PComm Lite Ver1.6,Moxa Inc.,PComm Lite Ver1.6 is a software designed for remote access and management of OT/ICS devices
4,Crystal2.0 version 1.5,"Autocrib, Inc.",Crystal2.0 version 1.5 is a software designed for monitoring and controlling industrial processes
2,Brother Scanner Driver,Brother Industries Ltd.,Brother Scanner Driver is a software for scanning documents and images
4,ControlCenter4,"Brother Industries, Ltd.",ControlCenter4 is a software designed for monitoring and controlling industrial automation systems.
3,ASUS AURA Extension Card HAL,ASUSTeK COMPUTER INC.,ASUS AURA Extension Card HAL is a software designed to control RGB lighting effects on ASUS motherboards.
3,AURA Service,ASUSTeK Computer Inc.,AURA Service is a software designed for monitoring and controlling computer hardware components
2,Corsair AURA DRAM Component,CORSAIR COMPONENTS INC.,Corsair AURA DRAM Component is a software for customizing the lighting of RAM modules.
2,ASUS AURA Odd Component,ASUSTeK COMPUTER INC.,ASUS AURA Odd Component is a software for customizing the lighting effects of ASUS devices.
0,ASUS AURA Headset Component,ASUSTek COMPUTER INC.,ASUS AURA Headset Component is a software for customizing the lighting effects of ASUS headsets.
5,SIMATIC NCM PC V5.5 + SP2 + Upd1  ,Siemens AG,SIMATIC NCM PC V5.5 + SP2 + Upd1 is an industrial control system software for configuring and programming Siemens controllers.
5,NI DataSocket 5.3 (64-bit),National Instruments,NI DataSocket 5.3 (64-bit) is designed for secure data exchange between OT/ICS systems and other applications.
5,Siemens  Totally Integrated Automation Portal V14 - HM NoBasic Single SetupPackage  V14.0 SP1 UPD10,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for automation and digitalization of production processes.
5,NI Web Application Server 2018,National Instruments,NI Web Application Server 2018 is designed for creating and deploying web-based HMI and SCADA applications.
5,Siemens  Totally Integrated Automation Portal V14 - Hardware Support Base Package 02  V14.0,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial automation software for OT/ICS.
5,Siemens  Totally Integrated Automation Portal V14 - Support Base Package TO-01  V14.0,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial automation software for OT/ICS.
5,NI SSL LabVIEW 2015 RTE Support (64-bit),National Instruments,NI SSL LabVIEW 2015 RTE Support (64-bit) is a software designed for developing and deploying industrial control systems.
5,Siemens  Totally Integrated Automation Portal V14 - Hardware Support Base Package 0  V14.0,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial automation software for OT/ICS.
4,NI Authentication 2018 (64-bit),National Instruments,NI Authentication 2018 (64-bit) is a software designed for secure authentication of OT/ICS systems.
5,Siemens Automation License Manager V5.3 + SP4 + Upd5,Siemens AG,Siemens Automation License Manager V5.3 + SP4 + Upd5 is a software designed for managing licenses of OT/ICS systems.
0,PyCharm Community Edition 2021.3.1,JetBrains s.r.o.,PyCharm Community Edition 2021.3.1 is an integrated development environment (IDE) for Python programming language.
4,Data Layers OPCWare Client Developer,Data Layers Ltd.,Data Layers OPCWare Client Developer is a software designed for OT/ICS to enable secure data exchange between devices.
5,SISCO SNAP Lite,"SISCO, Inc.",SISCO SNAP Lite is an industrial control system software for monitoring and controlling industrial processes.
2,Link Shell Extension,Hermann Schinagl,Link Shell Extension is a Windows shell extension for accessing Unix/Linux servers from Windows Explorer
4,Keysight IO Libraries Suite 2017,Keysight Technologies,Keysight IO Libraries Suite 2017 is a software designed for OT/ICS to enable communication with instruments.
5,Schneider Electric Altivar Process ATV6xx DTM Library,Schneider Electric,Schneider Electric Altivar Process ATV6xx DTM Library is designed for industrial automation and control systems.
4,iSenderPc,CCP,iSenderPc is a software designed for monitoring and controlling industrial processes
3,HP ProLiant Remote Monitor Service,Hewlett-Packard Company,HP ProLiant Remote Monitor Service is a software for monitoring and managing HP ProLiant servers remotely
3,StorageCraft ShadowProtect,StorageCraft Technology Corporation (STC),StorageCraft ShadowProtect is a backup and disaster recovery solution for OT/ICS systems.
3,FreeProxy version 4.10,Hand-Crafted Software,FreeProxy version 4.10 is a proxy server software designed for OT/ICS networks.
0,IM-Magic Partition Resizer Server ,IM-Magic Inc.,IM-Magic Partition Resizer Server is a disk partitioning software for Windows Server.
3,SoftwareManager,"Minitab, Inc.",SoftwareManager is designed for managing and monitoring OT/ICS systems
3,HTC Driver Installer,HTC Corporation,HTC Driver Installer is a software designed for installing drivers for HTC devices
3,Quartus II 12.0sp2,Altera Corporation,"Quartus II 12.0sp2 is a software for designing and simulating FPGA, CPLD, and ASIC digital logic circuits."
5,SingleStep 7.7.4 C:/sds774,,SingleStep 7.7.4 C:/sds774 is a software designed for OT/ICS.
3,SAP Contact Center Terminal Core (7.0.10.0),SAP,SAP Contact Center Terminal Core (7.0.10.0) is a customer service software for OT/ICS.
4,Keysight T2010A Calibration Tool,"Keysight Technologies, Inc.",Keysight T2010A Calibration Tool is designed for calibrating and testing industrial control systems.
3,Keysight MS Office Templates V2,Keysight Technologies,Keysight MS Office Templates V2 is a software designed for creating and managing documents for OT/ICS systems.
4,NI Logos 5.5,National Instruments,NI Logos 5.5 is a software designed for programming and controlling industrial automation systems.
2,WinMerge 2.16.20.0,Thingamahoochie Software,WinMerge is a file comparison and merging tool for Windows
4,PADB-R(64-bit),Keysight,PADB-R(64-bit) is a software designed for testing and debugging of embedded systems.
4,Code Composer Studio 7.4.0,Texas Instruments,Code Composer Studio 7.4.0 is a software development environment for embedded applications on Texas Instruments microcontrollers.
5,NI SSL LabVIEW 2014 Support,National Instruments,NI SSL LabVIEW 2014 Support is designed for developing and deploying industrial automation applications for OT/ICS.
5,NI Measurement & Automation Explorer 14.5.0,National Instruments,"NI Measurement & Automation Explorer 14.5.0 is a software designed for OT/ICS to configure, monitor, and troubleshoot devices."
4,NI LabVIEW 2014 Merge Utility,National Instruments,NI LabVIEW 2014 Merge Utility is a software designed for merging multiple LabVIEW projects into one
4,NI LabVIEW 2014 Help,National Instruments,NI LabVIEW 2014 Help is a software designed for programming and controlling industrial automation systems.
4,NI Atomic PXIe Peripheral Module Driver 2.3.2,National Instruments,NI Atomic PXIe Peripheral Module Driver 2.3.2 is designed for controlling and monitoring industrial automation systems.
